1736696938.531824 server started (5779): version 3.3a, socket /private/tmp/tmux-501/default, protocol 8
1736696938.531849 on Darwin 23.1.0 Darwin Kernel Version 23.1.0: Mon Oct  9 21:33:00 PDT 2023; root:xnu-10002.41.9~7/RELEASE_ARM64_T6031
1736696938.531859 using libevent 2.1.12-stable (select); utf8proc 2.8.0; ncurses 6.4
1736696938.531944 input_key_build: 0x10e003 (PasteStart) is \033[200~
1736696938.532096 input_key_build: 0x10e1b9 (KPEnter) is \n
1736696938.532100 input_key_build: 0x10e1ba (KP0) is 0
1736696938.532104 input_key_build: 0x10e1bb (KP.) is .
1736696938.532107 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1736696938.532111 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1736696938.532115 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1736696938.532118 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1736696938.532122 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1736696938.532125 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1736696938.532129 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1736696938.532132 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1736696938.532136 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1736696938.532140 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1736696938.532143 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1736696938.532147 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1736696938.532150 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1736696938.532154 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1736696938.532157 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1736696938.532161 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1736696938.532164 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1736696938.532168 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1736696938.532171 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1736696938.532180 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1736696938.532183 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1736696938.532185 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1736696938.532188 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1736696938.532191 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1736696938.532194 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1736696938.532196 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1736696938.532199 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1736696938.532201 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1736696938.532204 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1736696938.532207 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1736696938.532209 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1736696938.532212 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1736696938.532215 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1736696938.532217 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1736696938.532220 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1736696938.532222 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1736696938.532225 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1736696938.532228 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1736696938.532231 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1736696938.532234 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1736696938.532237 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1736696938.532239 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1736696938.532242 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1736696938.532245 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1736696938.532247 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1736696938.532250 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1736696938.532253 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1736696938.532256 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1736696938.532258 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1736696938.532261 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1736696938.532264 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1736696938.532266 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1736696938.532269 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1736696938.532272 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1736696938.532274 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1736696938.532277 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1736696938.532280 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1736696938.532282 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1736696938.532285 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1736696938.532288 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1736696938.532291 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1736696938.532294 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1736696938.532297 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1736696938.532299 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1736696938.532302 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1736696938.532305 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1736696938.532308 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1736696938.532311 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1736696938.532314 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1736696938.532317 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1736696938.532319 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1736696938.532322 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1736696938.532325 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1736696938.532328 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1736696938.532330 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1736696938.532333 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1736696938.532340 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1736696938.532342 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1736696938.532345 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1736696938.532348 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1736696938.532351 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1736696938.532354 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1736696938.532357 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1736696938.532360 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1736696938.532363 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1736696938.532365 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1736696938.532368 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1736696938.532371 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1736696938.532374 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1736696938.532376 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1736696938.532379 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1736696938.532382 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1736696938.532384 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1736696938.532387 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1736696938.532389 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1736696938.532392 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1736696938.532395 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1736696938.532398 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1736696938.532400 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1736696938.532403 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1736696938.532406 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1736696938.532408 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1736696938.532411 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1736696938.532414 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1736696938.532416 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1736696938.532419 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1736696938.532422 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1736696938.532424 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1736696938.532427 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1736696938.532430 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1736696938.532433 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1736696938.532435 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1736696938.532438 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1736696938.532441 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1736696938.532444 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1736696938.532446 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1736696938.532449 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1736696938.532452 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1736696938.532455 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1736696938.532458 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1736696938.532460 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1736696938.532463 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1736696938.532466 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1736696938.532469 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1736696938.532471 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1736696938.532474 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1736696938.532477 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1736696938.532479 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1736696938.532482 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1736696938.532485 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1736696938.532488 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1736696938.532496 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1736696938.532498 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1736696938.532501 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1736696938.532504 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1736696938.532507 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1736696938.532509 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1736696938.532512 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1736696938.532515 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1736696938.532518 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1736696938.532520 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1736696938.532523 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1736696938.532526 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1736696938.532530 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1736696938.532533 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
1736696938.532536 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1736696938.532539 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1736696938.532542 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1736696938.532544 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1736696938.532547 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1736696938.532550 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1736696938.532552 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1736696938.532555 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1736696938.532558 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1736696938.532561 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1736696938.532563 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1736696938.532566 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1736696938.532569 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1736696938.532572 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1736696938.532574 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1736696938.532577 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1736696938.532580 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1736696938.532582 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1736696938.532585 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1736696938.532588 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1736696938.532591 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1736696938.532594 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1736696938.532597 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1736696938.532600 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1736696938.532603 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1736696938.532606 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1736696938.532609 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1736696938.532611 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1736696938.532614 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1736696938.532629 yylex_token: bind
1736696938.532833 yylex_token: -N
1736696938.532839 yylex_token: Send the prefix key
1736696938.532844 yylex_token: C-b
1736696938.532849 yylex_token: send-prefix
1736696938.532859 cmd_parse_build_commands 0:0: bind
1736696938.532863 cmd_parse_build_commands 0:1: -N
1736696938.532867 cmd_parse_build_commands 0:2: Send the prefix key
1736696938.532870 cmd_parse_build_commands 0:3: C-b
1736696938.532874 cmd_parse_build_commands 0:4 0:0: send-prefix
1736696938.532891 cmd_parse_build_commands 0:0: send-prefix
1736696938.532904 args_parse: flags end at 1 of 1
1736696938.532912 cmd_parse_build_commands: send-prefix
1736696938.532917 args_parse: -N = Send the prefix key
1736696938.532929 args_parse: flags end at 3 of 5
1736696938.532934 args_parse: 3 = C-b (type 1)
1736696938.532943 args_parse: 4 = send-prefix (type 2)
1736696938.532959 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1736696938.532972 cmdq_get_command: [bind-key/0x7fe5cf107140] group 2
1736696938.532977 cmdq_append <global>: [bind-key/0x7fe5cf107140]
1736696938.532981 yylex_token: bind
1736696938.532985 yylex_token: -N
1736696938.532990 yylex_token: Rotate through the panes
1736696938.532994 yylex_token: C-o
1736696938.532998 yylex_token: rotate-window
1736696938.533003 cmd_parse_build_commands 0:0: bind
1736696938.533007 cmd_parse_build_commands 0:1: -N
1736696938.533010 cmd_parse_build_commands 0:2: Rotate through the panes
1736696938.533013 cmd_parse_build_commands 0:3: C-o
1736696938.533017 cmd_parse_build_commands 0:4 0:0: rotate-window
1736696938.533022 cmd_parse_build_commands 0:0: rotate-window
1736696938.533027 args_parse: flags end at 1 of 1
1736696938.533032 cmd_parse_build_commands: rotate-window
1736696938.533037 args_parse: -N = Rotate through the panes
1736696938.533040 args_parse: flags end at 3 of 5
1736696938.533045 args_parse: 3 = C-o (type 1)
1736696938.533049 args_parse: 4 = rotate-window (type 2)
1736696938.533058 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1736696938.533064 cmdq_get_command: [bind-key/0x7fe5cf1075c0] group 10
1736696938.533068 cmdq_append <global>: [bind-key/0x7fe5cf1075c0]
1736696938.533072 yylex_token: bind
1736696938.533076 yylex_token: -N
1736696938.533081 yylex_token: Suspend the current client
1736696938.533085 yylex_token: C-z
1736696938.533089 yylex_token: suspend-client
1736696938.533093 cmd_parse_build_commands 0:0: bind
1736696938.533097 cmd_parse_build_commands 0:1: -N
1736696938.533100 cmd_parse_build_commands 0:2: Suspend the current client
1736696938.533104 cmd_parse_build_commands 0:3: C-z
1736696938.533107 cmd_parse_build_commands 0:4 0:0: suspend-client
1736696938.533112 cmd_parse_build_commands 0:0: suspend-client
1736696938.533117 args_parse: flags end at 1 of 1
1736696938.533122 cmd_parse_build_commands: suspend-client
1736696938.533126 args_parse: -N = Suspend the current client
1736696938.533130 args_parse: flags end at 3 of 5
1736696938.533134 args_parse: 3 = C-z (type 1)
1736696938.533138 args_parse: 4 = suspend-client (type 2)
1736696938.533147 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1736696938.533152 cmdq_get_command: [bind-key/0x7fe5cf107a30] group 18
1736696938.533156 cmdq_append <global>: [bind-key/0x7fe5cf107a30]
1736696938.533160 yylex_token: bind
1736696938.533163 yylex_token: -N
1736696938.533168 yylex_token: Select next layout
1736696938.533172 yylex_token: Space
1736696938.533175 yylex_token: next-layout
1736696938.533179 cmd_parse_build_commands 0:0: bind
1736696938.533183 cmd_parse_build_commands 0:1: -N
1736696938.533187 cmd_parse_build_commands 0:2: Select next layout
1736696938.533191 cmd_parse_build_commands 0:3: Space
1736696938.533195 cmd_parse_build_commands 0:4 0:0: next-layout
1736696938.533200 cmd_parse_build_commands 0:0: next-layout
1736696938.533205 args_parse: flags end at 1 of 1
1736696938.533210 cmd_parse_build_commands: next-layout
1736696938.533214 args_parse: -N = Select next layout
1736696938.533218 args_parse: flags end at 3 of 5
1736696938.533222 args_parse: 3 = Space (type 1)
1736696938.533226 args_parse: 4 = next-layout (type 2)
1736696938.533240 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1736696938.533246 cmdq_get_command: [bind-key/0x7fe5cf107d00] group 26
1736696938.533252 cmdq_append <global>: [bind-key/0x7fe5cf107d00]
1736696938.533256 yylex_token: bind
1736696938.533259 yylex_token: -N
1736696938.533265 yylex_token: Break pane to a new window
1736696938.533269 yylex_token: !
1736696938.533273 yylex_token: break-pane
1736696938.533277 cmd_parse_build_commands 0:0: bind
1736696938.533280 cmd_parse_build_commands 0:1: -N
1736696938.533284 cmd_parse_build_commands 0:2: Break pane to a new window
1736696938.533295 cmd_parse_build_commands 0:3: !
1736696938.533301 cmd_parse_build_commands 0:4 0:0: break-pane
1736696938.533306 cmd_parse_build_commands 0:0: break-pane
1736696938.533311 args_parse: flags end at 1 of 1
1736696938.533316 cmd_parse_build_commands: break-pane
1736696938.533320 args_parse: -N = Break pane to a new window
1736696938.533324 args_parse: flags end at 3 of 5
1736696938.533327 args_parse: 3 = ! (type 1)
1736696938.533332 args_parse: 4 = break-pane (type 2)
1736696938.533341 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1736696938.533346 cmdq_get_command: [bind-key/0x7fe5cf108270] group 34
1736696938.533350 cmdq_append <global>: [bind-key/0x7fe5cf108270]
1736696938.533354 yylex_token: bind
1736696938.533358 yylex_token: -N
1736696938.533363 yylex_token: Split window vertically
1736696938.533366 yylex_token: "
1736696938.533371 yylex_token: split-window
1736696938.533375 cmd_parse_build_commands 0:0: bind
1736696938.533379 cmd_parse_build_commands 0:1: -N
1736696938.533383 cmd_parse_build_commands 0:2: Split window vertically
1736696938.533387 cmd_parse_build_commands 0:3: "
1736696938.533390 cmd_parse_build_commands 0:4 0:0: split-window
1736696938.533395 cmd_parse_build_commands 0:0: split-window
1736696938.533401 args_parse: flags end at 1 of 1
1736696938.533405 cmd_parse_build_commands: split-window
1736696938.533409 args_parse: -N = Split window vertically
1736696938.533413 args_parse: flags end at 3 of 5
1736696938.533416 args_parse: 3 = " (type 1)
1736696938.533421 args_parse: 4 = split-window (type 2)
1736696938.533430 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1736696938.533435 cmdq_get_command: [bind-key/0x7fe5cf108480] group 42
1736696938.533439 cmdq_append <global>: [bind-key/0x7fe5cf108480]
1736696938.533443 yylex_token: bind
1736696938.533447 yylex_token: -N
1736696938.533452 yylex_token: List all paste buffers
1736696938.533456 yylex_token: #
1736696938.533460 yylex_token: list-buffers
1736696938.533464 cmd_parse_build_commands 0:0: bind
1736696938.533468 cmd_parse_build_commands 0:1: -N
1736696938.533472 cmd_parse_build_commands 0:2: List all paste buffers
1736696938.533475 cmd_parse_build_commands 0:3: #
1736696938.533479 cmd_parse_build_commands 0:4 0:0: list-buffers
1736696938.533485 cmd_parse_build_commands 0:0: list-buffers
1736696938.533489 args_parse: flags end at 1 of 1
1736696938.533493 cmd_parse_build_commands: list-buffers
1736696938.533496 args_parse: -N = List all paste buffers
1736696938.533500 args_parse: flags end at 3 of 5
1736696938.533503 args_parse: 3 = # (type 1)
1736696938.533507 args_parse: 4 = list-buffers (type 2)
1736696938.533515 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1736696938.533519 cmdq_get_command: [bind-key/0x7fe5cf108ae0] group 50
1736696938.533523 cmdq_append <global>: [bind-key/0x7fe5cf108ae0]
1736696938.533527 yylex_token: bind
1736696938.533531 yylex_token: -N
1736696938.533536 yylex_token: Rename current session
1736696938.533539 yylex_token: $
1736696938.533543 yylex_token: command-prompt
1736696938.533547 yylex_token: -I#S
1736696938.533551 yylex_token: rename-session
1736696938.533555 yylex_token: --
1736696938.533558 yylex_token: %%
1736696938.533563 cmd_parse_build_commands 0:0: bind
1736696938.533566 cmd_parse_build_commands 0:1: -N
1736696938.533570 cmd_parse_build_commands 0:2: Rename current session
1736696938.533573 cmd_parse_build_commands 0:3: $
1736696938.533577 cmd_parse_build_commands 0:4 0:0: command-prompt
1736696938.533580 cmd_parse_build_commands 0:4 0:1: -I#S
1736696938.533584 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1736696938.533588 cmd_parse_build_commands 0:4 0:2 0:1: --
1736696938.533592 cmd_parse_build_commands 0:4 0:2 0:2: %%
1736696938.533600 cmd_parse_build_commands 0:0: command-prompt
1736696938.533603 cmd_parse_build_commands 0:1: -I#S
1736696938.533607 cmd_parse_build_commands 0:2 0:0: rename-session
1736696938.533611 cmd_parse_build_commands 0:2 0:1: --
1736696938.533619 cmd_parse_build_commands 0:2 0:2: %%
1736696938.533624 cmd_parse_build_commands 0:0: rename-session
1736696938.533628 cmd_parse_build_commands 0:1: --
1736696938.533633 cmd_parse_build_commands 0:2: %%
1736696938.533638 args_parse: flags end at 2 of 3
1736696938.533642 args_parse: 2 = %% (type 1)
1736696938.533649 cmd_parse_build_commands: rename-session "%%"
1736696938.533654 args_parse: -I = #S
1736696938.533658 args_parse: flags end at 2 of 3
1736696938.533663 args_parse: 2 = rename-session "%%" (type 2)
1736696938.533672 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1736696938.533677 args_parse: -N = Rename current session
1736696938.533681 args_parse: flags end at 3 of 5
1736696938.533684 args_parse: 3 = $ (type 1)
1736696938.533691 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1736696938.533703 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1736696938.533708 cmdq_get_command: [bind-key/0x7fe5cf109290] group 58
1736696938.533711 cmdq_append <global>: [bind-key/0x7fe5cf109290]
1736696938.533714 yylex_token: bind
1736696938.533716 yylex_token: -N
1736696938.533720 yylex_token: Split window horizontally
1736696938.533723 yylex_get_word: %
1736696938.533726 yylex_token: split-window
1736696938.533729 yylex_token: -h
